,route,speed,carsnum
86,府河路1段-95号,5.19307476591875,16
154,祥鹤一街,6.512508333243335,10
17,丁字街28号,9.129772943755555,9
102,正东上街153号,10.568983781942856,21
37,华阳大道2段-218号,10.750814819756522,23
146,滨江路,11.248856077081973,64
90,张家巷5号,11.289797995661903,42
91,政府街41,11.859123125915554,15
106,正东上街57号,12.123254326883332,30
107,正东上街66号,12.33904653548889,18
161,美岸路三段,13.195080040486957,23
73,广都上街193,13.200911120690906,11
65,天明塘街,13.253512518933336,18
132,正西街60号,13.303134818533335,27
138,水津街110,13.847356616450003,10
44,华阳大道4段-289,13.902098364055556,9
169,通济桥下街198,13.924542368113771,69
134,正西街68号,14.667793619,10
131,正西街49号,14.674121357866666,9
46,华阳大道4段-311号,14.73047221748929,28
67,富民路3段,15.301792412549998,8
75,广都上街195号,15.478702108429628,27
129,正西街2号,15.590394561021428,42
83,府河路1段-54-、56号,15.65034557562174,23
71,广宁路,15.722894003205438,42
78,广都中街237号,15.838967791070239,42
68,富民路3段-101,15.85701165068889,9
105,正东上街3,15.91906164907778,27
108,正东下街120号,15.94547561067857,14
36,华新中街97号,16.04910253546,10
144,湾河街,16.182042567329542,11
84,府河路1段-73-、71号,16.232186764903123,64
160,美岸路一段,16.258116242141668,22
167,通济桥下街108,16.294602059117857,28
18,丁字街67,16.552596095280002,10
88,府河路一段,16.633324195060567,38
176,雅和南一路,16.942473091093536,36
55,南湖路,16.969985160691664,36
72,广都上街192号,17.15937416670349,43
41,华阳大道3段-191号,17.23088211786,15
74,广都上街193号,17.31027953597083,24
43,华阳大道4段-200,17.34550063815,8
54,南湖西路,17.69776255677365,63
79,广都中街239号,17.964905423090126,27
85,府河路1段-89-、88-、85-、83号,17.984314863688738,96
142,海昌路,18.271472399056403,51
87,府河路3段,18.37397461333542,24
81,府河路1段-211号,18.419813223996876,32
177,雅和南二路,18.427294679916663,36
82,府河路1段-217号,18.432931787315788,19
80,府河路1段,18.48144026895789,19
20,东寺北二路,18.51165707213889,21
145,湾河西街,18.62352338293,10
38,华阳大道2段-230,18.929880400993756,48
135,正西街90号,18.97770833054554,56
89,府河路二段,19.044105440410004,10
39,华阳大道3段,19.29435321939375,16
42,华阳大道4段-153号,19.331188872389063,32
119,正东中街69号,19.582506310127776,18
95,新程大道,20.067241357198945,61
153,睦邻路,20.13555477895556,9
76,广都上街49号,20.213357285644445,9
130,正西街39号,20.395913272356253,16
58,和顺路一段,20.668034154048147,9
173,锦江路2段,20.771091159770407,98
40,华阳大道3段-159号,20.77363853929375,16
185,龙灯山路,21.02298564040734,50
66,天研路,21.12380228426633,42
103,正东上街181号,21.16491859663947,38
120,正东中街80号,21.328838926090473,21
124,正北中街2号,21.367891726207404,27
77,广都中街235号,21.78410320083473,36
33,华新中街101号,21.849620626395,20
101,梓林巷,21.862064083212502,10
118,正东中街65号,21.969698728023996,25
133,正西街65号,22.3934239493,19
69,富民路4段,23.763188300076926,13
34,华新中街162,23.974705658511112,18
126,正西街187号,24.069101519596003,25
148,物联一路,24.10048433791923,13
19,万顺路一段,24.47101627645001,28
110,正东下街1号,24.495151625118183,22
53,南湖大道,24.55654246801417,145
13,G213(益州大道南二段),24.869652461188647,53
168,通济桥下街161,24.890718476200004,14
114,正东中街109号,25.00239321738333,30
183,黄龙大道2段,25.117653245506247,16
45,华阳大道4段-303号,25.14338662515356,98
25,二江路二段,25.37360586298,20
64,天府大道南段辅路,25.428961550600995,115
93,新码头南街47号,25.5143471137,14
117,正东中街229号,25.53780328996552,29
116,正东中街223号,25.630950256905265,19
165,荷韵南路,25.823728705716466,8
104,正东上街192号,26.014613412136004,25
96,杭州路西段,26.117516664964576,9
92,新码头南街15,26.889241034877777,9
35,华新中街224号,27.0360232015375,8
51,南湖北路,27.413719301719695,72
50,南湖东路,27.46978138854321,27
70,广东街,27.704881230130937,8
125,正西街175号,27.864486752992303,13
115,正东中街134号,28.41286231486667,9
143,海洋路,28.45889042149013,41
5,G108辅路,28.70514084803125,8
24,二江路1段-307号,28.949596845328568,14
111,正东下街217号,28.994416490880436,23
7,G213(天府大道南一段),29.207231074950684,72
16,Y008,29.208380631596523,17
178,顺兴路,29.222136628023684,19
21,东寺街,29.225233112902636,19
166,蜀州路,29.255979546042024,9
162,美岸路二段,29.488986442814625,27
113,正东下街91号,29.58840280084118,51
181,黄龙大道,29.682024792657888,77
151,瑞祥路,29.96682659096428,28
14,G213(老成仁路),30.024672043298246,57
30,剑和路一段,30.146765211711433,21
23,二江路1段,30.201652501523526,17
3,G108(麓山大道一段),30.26377247600713,143
4,G108(麓山大道二段),30.26677310692109,92
8,G213(天府大道南段),30.30139161570338,239
158,绿野路三段,30.393043650978882,45
157,绿野路一段,30.42818310592308,13
174,锦江路3段,30.571717105077965,59
49,协泰北街,30.602125851499995,15
127,正西街225号,30.966607040960003,10
164,荷韵东路,31.01876384903125,8
112,正东下街240号,31.395224847031816,11
12,G213(益州大道南一段),31.424918535342215,60
163,老成仁路,31.443719253679163,36
94,新码头街2,31.50903047156667,12
52,南湖南路,31.780856017644236,54
6,G213(两江路),32.13701681760891,56
180,麓山大道一段,32.46582724092436,13
11,G213(牧华立交桥),32.90059196484375,16
141,沈阳路西段,33.11108659192185,73
26,剑南大道南一段,34.47838325355879,145
1,G108(牧华路三段),35.097362879896366,310
139,江畔路,35.534745924305156,38
27,剑南大道南一段辅路,35.895370519896254,74
109,正东下街149号,36.388242593719234,26
179,麓山大道1段,36.614802928140605,138
140,沈阳路东段,36.963026960553336,23
128,正西街292号,36.96735092468572,21
100,梓州大道辅路,37.093111608511165,104
97,梓州大道,37.22253622218742,66
22,东山大道一段,37.291257764111336,15
47,华阳绕城路,37.603817949350834,52
170,通济桥街10,37.73739534152,10
123,正兴湾大桥,37.87034606390411,75
137,武汉路西段辅路,38.14957787135585,100
150,物联大道,38.216592120109695,16
147,牧华路三段辅路,38.67312390215908,146
2,G108(牧华路二段),38.99110934910935,46
0,,39.38625968213586,55
31,华府大道3段,39.47697926089495,33
99,梓州大道南一段辅路,39.554172100265525,27
152,益州大道南一段,40.717529414389254,57
98,梓州大道南一段,41.465833717286195,65
63,天府大道南段,42.47439119661101,56
15,X062(剑南大道南段),42.77246744246364,11
57,双黄路,43.59252568575798,23
156,红星路南延线,43.62240352329047,79
9,G213(成仁路),44.97787874500526,42
136,武汉路西段,45.23830831547753,78
121,正公路,45.374926392289886,38
159,绿野路二段,45.95710218331719,8
29,剑南大道南段辅路,46.15667776310733,147
10,G213(沈阳路西段),47.41849567340001,33
62,天府大道南二段辅路,47.42982817612113,14
60,天府大道南一段辅路,48.53647127713758,59
155,祥鹤二街,48.55354619406414,53
175,长顺大道一段,48.73716692749089,51
122,正公路辅路,48.80252201446836,22
56,双兴大道,48.862274980990705,29
171,钟灵路,48.988688103899996,9
28,剑南大道南段,49.63572254260535,187
172,锦江西43路,50.86961223989337,52
32,华府大道四段,52.77396698120004,29
149,物联二路,53.691588549124994,12
59,天府大道南一段,56.65039898143123,56
184,黄龙大道一段,58.53387447365973,12
61,天府大道南二段,60.44168758940493,22
48,协中路,62.35998436793974,39
182,黄龙大道1段,63.56321226450833,12
