,route,speed,carsnum
97,府河路1段-95号,9.386580916007143,14
96,府河路1段-92号,10.443237064475,8
17,丁字街28号,10.926613169562499,8
161,滨江路,11.438424982276851,18
120,正东上街66号,11.500098983526314,19
115,正东上街166号,11.6922706523,11
118,正东上街3,11.853694861400001,16
41,华阳大道2段-218号,12.097908674177777,27
186,通济桥下街198,12.16913086006171,76
175,美岸路三段,12.395853668088332,20
82,广都上街193,13.0325055497625,8
119,正东上街57号,13.193768460715384,13
73,富民路3段-101,13.390810309496427,14
145,正西街2号,13.477656214892106,38
148,正西街60号,13.889588416786665,15
26,二江路2段-121号,14.316531077923077,13
80,广宁路,14.431297749499585,44
184,通济桥下街108,14.448558477585346,29
102,张家巷5号,14.527676864406061,33
59,南湖路,14.608734038474692,27
77,广东街192,14.65509059135714,14
86,广都中街203号,14.832254609633335,9
107,新程大道,14.998876306501394,62
114,正东上街153号,15.236686165810003,10
76,广东街153,15.336216343317647,17
93,府河路1段-54-、56号,15.485541376570271,37
147,正西街49号,15.558583407775,8
81,广都上街192号,15.77577635288666,45
154,水津街110,16.272246985866666,9
48,华阳大道4段-311号,16.568997895732604,23
20,东寺北二路,16.707975793900555,15
133,正东中街69号,16.78952343239615,26
174,美岸路一段,16.823477747289065,25
72,富民路3段,16.8414338690875,8
140,正北中街2号,16.84217536550588,17
83,广都上街193号,16.87336751086522,23
168,祥鹤四街,16.982475904458333,8
42,华阳大道2段-230,17.05085610396,45
195,雅和街,17.220907091679997,10
101,府河路二段,17.41319350246923,13
149,正西街61号,17.44637961955417,12
139,正北上街80号,17.5285810724375,8
158,海昌路,17.533828762465788,53
46,华阳大道4段-153号,17.686121917483334,18
193,雅和南一路,17.824229319508444,27
79,广东街342,17.892059276604165,10
88,广都中街237号,17.90014749318772,57
89,广都中街239号,17.90346728422442,43
84,广都上街195号,17.972519284888,25
85,广都上街49号,18.2325739765875,12
36,华新中街101号,18.31467793016154,13
28,利民三街88,18.361602124061537,13
181,藕塘新街8,18.499584932214287,14
121,正东下街120号,18.582608852053333,15
18,丁字街67,19.031567546500003,8
13,G213(益州大道南二段),19.130438093377833,50
146,正西街39号,19.2480299695,15
94,府河路1段-73-、71号,19.343463701147055,68
70,天研路,19.544447332684754,41
44,华阳大道3段-159号,19.685818152635296,17
134,正东中街80号,19.88259961168846,26
21,东寺街,19.886826503982054,13
159,海洋路,19.899532524905855,43
99,府河路3段,19.935141538166665,22
78,广东街246,19.953977605841665,12
39,华新中街97号,19.961502906059994,15
194,雅和南二路,20.08065505294242,33
95,府河路1段-89-、88-、85-、83号,20.258936575233037,94
151,正西街90号,20.290648166928754,40
87,广都中街235号,20.3253832736125,48
58,南湖西路,20.483308516190537,63
190,锦江路2段,20.63954980603714,105
91,府河路1段-211号,20.723650395575927,27
51,协和上街275,20.731334202680557,12
197,香沙路,20.88289124445167,10
53,南延线,20.945879258871877,16
185,通济桥下街161,20.96705605403125,16
90,府河路1段,21.131257633629414,17
132,正东中街65号,21.30280798941724,29
69,天明塘街,21.339787907288887,18
150,正西街65号,21.36214927588095,21
100,府河路一段,21.374153347938286,31
45,华阳大道3段-191号,21.541653507644444,18
183,通济桥下街,21.82689468129,10
204,龙灯山路,21.973620323418185,55
40,华江路,22.327571412273016,9
108,杭州路西段,22.613825062362856,10
74,富民路4段,22.92648951171818,11
92,府河路1段-217号,23.18296699126923,13
116,正东上街181号,23.552319990029993,30
130,正东中街229号,23.614346192586662,15
38,华新中街226号,24.009257917230006,10
43,华阳大道3段,24.08781322875263,19
135,正东中街99号,24.211893177350003,12
57,南湖大道,24.359342397366945,133
180,藕塘新街21,24.37746789079445,9
127,正东中街109号,24.40363943747857,14
27,二江路二段,24.438845022204998,10
202,黄龙大道2段,24.461443691779486,13
160,湾河西街,24.463983062616666,9
68,天府大道南段辅路,24.485439760500828,121
141,正西街175号,24.94077095217632,19
52,协泰北街,24.949337489304764,21
142,正西街187号,25.079439509044004,25
55,南湖北路,25.364108422882364,69
103,新码头北街32,25.529912829318185,11
129,正东中街223号,25.56384568112778,18
163,物联一路,25.697427347786455,8
33,剑和路一段,25.991514837913634,11
4,G108(麓山大道二段),26.251334071924227,87
143,正西街225号,26.455833696660005,15
19,万顺路一段,26.504100796103128,32
3,G108(麓山大道一段),26.577330099966215,143
123,正东下街1号,26.594955669075002,8
12,G213(益州大道南一段),26.682561365872818,52
179,荷韵路,26.834573728466356,11
191,锦江路3段,27.229312882318176,55
37,华新中街162,27.42230911002308,13
75,广东街,27.575491147858575,21
124,正东下街217号,27.605238624387496,8
176,美岸路二段,27.691188197773748,20
113,梓林巷,27.759155446903705,9
165,瑞祥路,27.809878767379647,19
128,正东中街134号,27.890410173524998,12
47,华阳大道4段-303号,27.97499820275592,76
23,东林寺北巷,28.02943667495313,16
6,G213(两江路),28.255030768399674,60
104,新码头南街47号,28.3124059322579,19
126,正东下街91号,28.31890677838182,33
200,黄龙大道,28.491105764013867,87
8,G213(天府大道南段),28.516051968888355,244
5,G108辅路,28.53834254405714,14
56,南湖南路,28.72620284662582,66
71,定安路,28.96594748625,17
62,和顺路一段,29.039306372151884,13
196,顺兴路,29.214090495232952,22
155,江畔路,29.43359903178559,30
11,G213(牧华立交桥),29.859219887424995,24
25,二江路1段-307号,29.910465496169998,10
131,正东中街241号,30.5097792434125,8
24,二江路1段,30.525725668158334,12
7,G213(天府大道南一段),30.77466718546945,77
14,G213(老成仁路),31.169674694400012,47
98,府河路2段,31.459649723075,8
111,梓州大道南一段辅路,31.473636744145146,36
156,沈阳路东段,31.56326329322588,17
172,绿野路三段,31.658250678959682,51
171,绿野路一段,31.718623919971428,21
22,东山大道一段,31.76285676000229,16
54,南湖东路,32.05642889120001,30
109,梓州大道,33.13436748844478,75
157,沈阳路西段,33.536483233725,53
177,老成仁路,33.890935415774365,39
125,正东下街240号,34.11182399563334,9
117,正东上街192号,34.13829485899474,38
112,梓州大道辅路,34.28725780804581,110
162,牧华路三段辅路,34.63238398607093,123
138,正兴湾大桥,34.94182025021446,58
199,麓山大道一段,34.94499009582283,10
122,正东下街149号,35.35367668572667,15
153,武汉路西段辅路,35.39604108019923,93
187,通济桥街10,35.68619047716667,12
178,荷韵东路,37.13409859045333,10
1,G108(牧华路三段),37.285231333223564,323
144,正西街292号,37.40567385626667,21
0,,37.90047979564581,20
34,华府大道3段,38.06891616855893,28
110,梓州大道南一段,38.366050314122866,63
16,Y008,38.472002992147466,23
198,麓山大道1段,38.55268612302563,141
49,华阳绕城路,38.905539054562546,42
61,双黄路,38.96346217173106,25
29,剑南大道南一段,39.446851792722015,152
169,空港四路,39.595066338191664,10
166,益州大道南一段,40.30328302544008,19
106,新码头街2号,40.4525624456,15
105,新码头街2,40.67290307761111,18
60,双兴大道,40.99725877959356,29
170,红星路南延线,41.26621589547222,66
10,G213(沈阳路西段),41.81265143226207,29
