,route,speed,carsnum
132,正北中街37号,2.8370494423375,8
169,通济桥下街108,4.00675694412,10
89,府河路1段-95号,6.385007732511111,9
94,张家巷5号,7.9051886588515154,33
171,通济桥下街198,8.71093810186597,55
130,正北上街95,8.863212942338462,13
105,正东上街170号,9.674039642,13
104,正东上街166号,9.679189677118181,11
109,正东上街57号,9.85481048245769,26
159,祥鹤一街,10.038197057772727,11
86,府河路1段-54-、56号,10.043362730620691,29
110,正东上街66号,10.224063309270834,24
103,正东上街153号,10.392143553429413,17
146,水津街110,10.711376202836668,15
111,正东下街120号,11.034303670866665,12
52,协泰北街,11.203392844494447,18
75,广宁路,11.687463949648272,29
41,华新中街97号,11.851312370422223,18
165,美岸路三段,11.940470421464283,14
51,协和上街275,12.329791086795,10
17,丁字街28号,12.50768939344,15
83,府河路1段,12.564248081762502,16
42,华阳大道2段-218号,12.837944713419047,21
140,正西街60号,12.975979864368748,16
142,正西街65号,13.176769914632,25
108,正东上街3,13.424875122992002,25
164,美岸路一段,13.426632578762039,18
170,通济桥下街161,13.478531881395654,23
131,正北中街2号,13.59307515255357,14
87,府河路1段-73-、71号,13.791302659230956,63
138,正西街39号,13.88054583654,20
16,丁字街18号,14.230351778900001,8
18,丁字街67,14.428441496384615,13
43,华阳大道2段-230,14.887149210375865,29
82,广都中街239号,15.068587230916,25
93,府河路二段,15.341169514104548,22
141,正西街61号,15.58578513934,15
137,正西街2号,15.59936467228298,47
45,华阳大道3段-159号,15.608811320216667,12
55,南湖北路,15.629696241454385,59
84,府河路1段-211号,15.937917208965716,35
150,海昌路,16.000247765252876,55
129,正北上街85号-、83号-、81号,16.139032558145455,11
85,府河路1段-217号,16.199435385028004,25
28,丽都街56号,16.317358813209093,11
79,广都上街49号,16.9070470983375,16
122,正东中街65号,17.040136767461288,31
106,正东上街181号,17.284055352176313,38
44,华阳大道3段,17.330046393523073,13
123,正东中街69号,17.48829238360455,22
25,丽都街100号,17.512114034644444,9
125,正东中街99号,17.681484002533335,12
74,广东街192,17.78893469361111,9
76,广都上街192号,17.860183419327498,40
48,华阳大道4段-311号,17.919058568608,25
91,府河路3段,17.938004121023077,39
26,丽都街163号,18.11247518493636,11
92,府河路一段,18.142919482766164,43
139,正西街49号,18.33536488135,8
88,府河路1段-89-、88-、85-、83号,18.440624406037166,103
97,新程大道,18.531970180741574,37
143,正西街90号,18.596398724263413,41
107,正东上街192号,18.915593622265508,29
174,锦江路3段,18.93144455955263,38
73,广东街153,19.5643780556,9
39,华新中街101号,19.664580865300003,16
116,正东中街109号,19.750839175590478,21
59,南湖路,19.7978237618851,38
58,南湖西路,19.879264800693875,49
124,正东中街80号,20.095511004735997,25
78,广都上街195号,20.111202572049997,24
69,天研路,20.652780642942133,56
71,富民路4段,20.825088979705,10
119,正东中街223号,21.200261836013638,22
53,南延线,21.22990938390625,8
134,正西街187号,21.55796208999334,15
24,中彭路,21.691585093434256,9
31,二江路二段,21.70136871806667,12
177,雅和南二路,21.84769499893958,16
173,锦江路2段,22.015204391737964,90
57,南湖大道,22.240500396740135,151
133,正西街175号,22.354689967805,20
62,和顺路一段,22.406888347235,10
136,正西街292号,22.70691873067,10
176,雅和南一路,22.76367898623245,30
46,华阳大道4段-153号,22.852190127945835,12
81,广都中街237号,22.976573605458334,36
166,美岸路二段,22.99074249761798,19
77,广都上街193号,23.020934341933337,18
120,正东中街229号,23.14857002670833,24
157,瑞祥西街,23.19596540756563,8
178,顺兴路,23.524977474978122,16
135,正西街225号,23.63710003019286,14
113,正东下街1号,23.752501746763638,11
27,丽都街165号,23.951768093130774,13
117,正东中街128号,23.97089193158182,11
147,江畔路,23.99517563994331,11
185,龙灯山路,24.191392909768567,35
121,正东中街241号,24.217608309289997,10
151,海洋路,24.362803823143974,97
167,老成仁路,24.45217831608,15
115,正东下街91号,24.4920443830359,39
80,广都中街235号,26.149538929187145,35
183,黄龙大道2段,26.26402823456667,12
20,东寺北二路,26.570871793360254,13
3,G108(麓山大道一段),26.725797039074692,151
6,G213(两江路),26.82059222111424,31
72,广东街,26.867421900281826,11
4,G108(麓山大道二段),26.87256933734543,87
9,G213(牧华立交桥),27.454715565711112,18
21,东寺街,27.728402813627717,14
118,正东中街134号,27.888988066381817,11
47,华阳大道4段-303号,27.990090377607626,72
30,二江路1段-307号,28.102578776628572,14
36,剑和路一段,28.3007763451,9
114,正东下街217号,28.304349959377777,9
8,G213(天府大道南段),28.424698345494733,267
68,天府大道南段辅路,28.61097712938008,82
54,南湖东路,28.856319269843908,41
10,G213(益州大道南一段),28.911436050336192,8
181,黄龙大道,29.000822495972418,47
158,瑞祥路,29.041856302147224,18
148,沈阳路东段,29.55738897362311,22
112,正东下街149号,29.692653514030425,23
90,府河路2段,29.798421717232497,20
40,华新中街162,30.019067627916666,18
163,绿野路三段,30.267745878198507,50
102,梓林巷,30.559414784925004,8
175,长顺大道一段,30.819304108250392,42
56,南湖南路,31.07421469144268,52
172,通济桥街10,31.383801826481253,16
23,东林寺北巷,32.009599128481824,11
7,G213(天府大道南一段),32.2687587341749,80
155,物联一路,32.650532211058035,8
29,二江路1段,33.2826229792,17
19,万顺路一段,33.700349161846226,30
101,梓州大道辅路,33.705743739476475,134
22,东山大道一段,33.807930671899996,10
154,牧鱼街,33.825337410058516,9
180,麓山大道一段,33.85797248294076,22
11,G213(益州大道南二段),34.04028344787735,13
70,定安路,34.156259798741665,12
64,天府大道南一段辅路,34.23587672610863,37
12,G213(老成仁路),35.131377658464814,54
5,G108辅路,36.105719182717856,14
153,牧华路三段辅路,36.31825690044423,114
149,沈阳路西段,36.561266297360454,11
13,X062(剑南大道南段),37.01597343309927,45
168,蜀州路,37.62380187380741,9
162,绿野路一段,37.76751601826429,14
95,新码头南街47号,38.47294801530909,11
0,,38.5195062191497,12
160,祥鹤二街,39.05601861759413,17
35,剑南大道南段辅路,39.53672527698738,132
161,红星路南延线,39.847051873997636,99
179,麓山大道1段,40.01328141917742,123
49,华阳绕城路,40.40827494886011,45
15,Y008,40.44172694409594,13
96,新码头街2,40.56329184799091,11
98,梓州大道,40.84341423807026,86
1,G108(牧华路三段),41.953995606293105,266
156,物联大道,42.72109533394291,8
128,正兴湾大桥,43.2742560560347,17
60,双兴大道,43.87601592942917,14
37,华府大道3段,44.28281009014464,28
145,武汉路西段辅路,45.98323896986617,22
32,剑南大道南一段,46.78563324428168,96
152,温家山路,47.82960997346574,9
99,梓州大道南一段,48.29762746688786,72
67,天府大道南段,48.764620016689754,65
61,双黄路,48.96590032067692,13
