,route,speed,carsnum
179,正北中街33号,6.8275509365875005,16
181,正北中街37号,7.3434569851904765,21
55,华新中街309号,7.969708278611112,9
194,正西街57号,8.79594626466,10
180,正北中街35号,9.301915044531581,19
127,府河路1段-92号,9.399509092312499,8
115,广都中街203号,10.309164912735,10
212,滨江路,10.554220048105845,57
73,协和上街169号附12,10.754768040683333,12
223,祥鹤一街,10.948452564935295,17
210,湾河街,11.514585071514585,16
108,广东路,11.733726131135834,10
185,正大街61,12.463744055411112,9
240,荷香路一段,12.4670112918925,10
58,华阳大道2段-218号,13.477487365852378,42
135,政府街41,13.562535844375,18
245,藕塘街117,13.839139739508333,12
156,正东上街66号,13.885776785258333,60
232,美岸路一段,13.953581298905121,42
94,天明塘街,14.182899963053123,32
251,通济桥下街198,14.379786981012815,116
151,正东上街170号,14.477034633999997,19
150,正东上街166号,14.721183644491305,23
184,正大街135,15.152387595899999,8
249,通济桥下街108,15.166047382252083,48
35,二江路2段-121号,15.26588522717391,23
18,丁字街28号,15.476465996624071,27
182,正北中街43号,15.874288657477779,9
26,中兴上街239号,15.906136101459373,16
97,富民路2段-134号,16.124579211136364,11
128,府河路1段-95号,16.168286848224998,24
191,正西街39号,16.335826142068573,35
38,利民一街92,16.440179143445455,22
233,美岸路三段,16.59818127616889,60
114,广都上街49号,16.726275389336838,19
195,正西街60号,16.76575153253462,26
40,利民二街69,16.864496848471425,14
119,广都中街239号,17.08823460706731,104
83,南湖路102,17.413556184173334,15
148,正东上街153号,17.461152754559997,35
178,正北中街2号,17.482377491162,50
111,广都上街193,17.6724974199303,33
258,雅和南一路,17.765369635391142,43
71,协和上街127,17.781795337531246,16
155,正东上街57号,17.815957331718746,48
17,丁字街18号,17.896848424499996,18
213,滨河路1段-38,17.952068431722225,9
118,广都中街237号,17.956063469271673,120
244,藕塘新街8,18.043644319336668,15
243,藕塘新街76,18.22364718655625,16
22,东寺北二路,18.243559100139958,39
81,南湖西路,18.326435744976333,115
109,广宁路,18.486078002705455,81
141,新程大道,18.498221544019163,142
29,丽都街165号,18.5429623705,8
207,海昌路,18.644472191136487,102
190,正西街2号,18.65260925967193,95
259,雅和南二路,18.82987711662957,62
170,正东中街69号,19.010197397851275,39
126,府河路1段-89-、88-、85-、83号,19.06791814384881,206
125,府河路1段-73-、71号,19.2532686557559,153
101,富民路3段-78,19.4568461434,13
261,雅和街,19.47822312701667,18
39,利民三街88,19.595488599284998,20
82,南湖路,19.64775746776292,54
183,正北中街68号,19.8342160540125,8
120,广都中街99号,19.85126180216154,13
177,正北上街85号-、83号-、81号,19.89697505245714,14
19,丁字街67,20.020857894863997,25
149,正东上街157号,20.026121049233332,9
13,G213(益州大道南二段),20.0516290948786,97
74,协和上街275,20.10980012969445,18
107,广东街342,20.18577013706381,15
133,张家巷5号,20.223870889567095,79
211,湾河西街,20.245124656142305,13
64,华阳大道4段,20.25416611113,10
105,广东街192,20.35578441665294,17
237,荷韵二街,20.420290819070832,8
113,广都上街195号,20.441072231870194,52
214,滨河路1段-44,20.6512346441125,8
104,广东街153,20.685445317444735,19
169,正东中街65号,20.786774374677467,71
59,华阳大道2段-230,20.837458412246,100
248,通济桥下街,20.943648993139764,15
67,华阳大道4段-311号,20.996454230439134,46
176,正北上街80号,21.06661430276364,11
100,富民路3段-101,21.067901596925804,31
225,祥鹤四街,21.112248094901233,27
110,广都上街192号,21.18482872674159,95
65,华阳大道4段-153号,21.199047814087802,56
154,正东上街3,21.29426582585217,46
250,通济桥下街161,21.369829512549998,22
157,正东下街120号,21.62834171051363,44
98,富民路2段-52,21.645249368299993,13
203,水津街110,21.655686115121743,23
193,正西街49号,21.708103876175,8
260,雅和南五路,21.718472227136363,11
132,府河路二段,21.76248662272036,52
199,正西街90号,21.788709037530552,90
61,华阳大道3段,21.80778571676923,39
124,府河路1段-54-、56号,21.838328581175958,79
60,华阳大道2段-234-、236号,22.005504455030767,13
68,华阳大道4段-313,22.180415391375,10
112,广都上街193号,22.207661494031914,47
197,正西街65号,22.367205706437502,40
255,锦江路2段,22.42533827129072,178
168,正东中街241号,22.582261324029414,17
76,南延线,22.61096785075635,21
222,睦邻路,22.9055114084875,20
28,丽都街163号,22.926047816943747,16
99,富民路3段,23.027422745242855,14
134,悦和一街,23.11480393628704,9
37,凤凰路,23.31928226824896,8
95,天研路,23.47856541986138,108
