,route,speed
37,四川省成都市双流区剑南大道南段辅路,45.70237540582453
169,四川省成都市双流区绿野路二段,46.38528797573246
10,四川省成都市双流区G213(成仁路),46.58531454863146
65,四川省成都市双流区双黄路,46.96369282229777
164,四川省成都市双流区祥鹤二街,46.99644297658557
17,四川省成都市双流区X062辅路,47.67675697878963
2,四川省成都市双流区G108(牧华路二段),48.120728497483626
149,四川省成都市双流区武汉路西段,49.86168226894882
36,四川省成都市双流区剑南大道南段,50.50515422297577
64,四川省成都市双流区双兴大道,50.61231946195277
181,四川省成都市双流区钟灵路,51.17039602387334
11,四川省成都市双流区G213(沈阳路西段),51.41172191571428
3,四川省成都市双流区G108(生物城中路一段),52.189000646084345
134,四川省成都市双流区正公路辅路,53.27868212228606
133,四川省成都市双流区正公路,54.430053369243765
66,四川省成都市双流区天府大道南一段,54.49097668963079
40,四川省成都市双流区华府大道四段,55.861715776942276
162,四川省成都市双流区益州大道南一段,56.36445141512722
68,四川省成都市双流区天府大道南二段,57.458615519806045
16,四川省成都市双流区X062(剑南大道南段),57.60005874504722
53,四川省成都市双流区协中路,59.42740470589916
195,四川省成都市双流区黄龙大道一段,63.264189771272505
182,四川省成都市双流区锦江西43路,63.31767151088803
194,四川省成都市双流区黄龙大道1段,66.83019037465556
